id,categories,title,titleCN,image_filename,example_code_path,series_types_detected,data_source_type,dimensions_count_detected,dataset_source_rows_detected,dataset_or_row_field_count_detected,max_inline_array_width_detected,max_object_fields_detected,data_requirement_summary,analysis_confidence,primary_chart_type,standard_kind,standard_imd_priority,standard_min_fields,standard_data_shape,standard_required_roles_json,standard_optional_roles_json,standard_auto_binding_strategy,imd_template_fit
dataset-encode1,dataset,Encode and Matrix,指定数据到坐标轴的映射,dataset-encode1.png,public/examples/ts/dataset-encode1.ts,scatter,dataset+dataset.source+external file/api,5,,5,,,"点坐标: x, y（可附加 value/size 等）",medium（基于官方示例源码静态解析 + 分类规则）,scatter,series,core,2,points,"[{""id"": ""x"", ""label"": ""X数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 X 坐标""}, {""id"": ""y"", ""label"": ""Y数值"", ""required"": true, ""types"": [""number""], ""description"": ""点的 Y 坐标""}]","[{""id"": ""size"", ""label"": ""气泡大小"", ""required"": false, ""types"": [""number""], ""description"": ""控制点大小""}, {""id"": ""category"", ""label"": ""颜色分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""按类别着色""}]",至少需要两个数值字段；第三个数值字段可做 size。,auto_recommendable
gauge-progress,gauge,Progress Gauge,进度仪表盘,gauge-progress.png,public/examples/ts/gauge-progress.ts,gauge,series.data,,,1,,1,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,gauge,series,core,1,single_kpi,"[{""id"": ""value"", ""label"": ""指标值"", ""required"": true, ""types"": [""number""], ""description"": ""单个 KPI 数值""}]","[{""id"": ""name"", ""label"": ""指标名称"", ""required"": false, ""types"": [""text""], ""description"": ""显示名称""}, {""id"": ""min"", ""label"": ""最小值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表下限""}, {""id"": ""max"", ""label"": ""最大值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表上限""}]",选择一个数值字段，默认求和/均值/最后一条。,auto_recommendable
gauge-stage,gauge,Stage Speed Gauge,阶段速度仪表盘,gauge-stage.png,public/examples/ts/gauge-stage.ts,gauge,series.data,,,2,2,1,见示例 option；字段由 series/dataset encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,gauge,series,core,1,single_kpi,"[{""id"": ""value"", ""label"": ""指标值"", ""required"": true, ""types"": [""number""], ""description"": ""单个 KPI 数值""}]","[{""id"": ""name"", ""label"": ""指标名称"", ""required"": false, ""types"": [""text""], ""description"": ""显示名称""}, {""id"": ""min"", ""label"": ""最小值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表下限""}, {""id"": ""max"", ""label"": ""最大值"", ""required"": false, ""types"": [""number""], ""description"": ""仪表上限""}]",选择一个数值字段，默认求和/均值/最后一条。,auto_recommendable
geo-graph,map;graph,Geo Graph,地理坐标系上的关系图,geo-graph.png,public/examples/ts/geo-graph.ts,graph,dataset.source+series.data+external file/api+map/geoJSON,,,2,,2,"nodes + links/categories；节点常含 name/value/symbolSize；地图区域名 + 数值: name, value；另需 map/geoJSON",medium（基于官方示例源码静态解析 + 分类规则）,map,series,advanced,2,geo_region_value,"[{""id"": ""region"", ""label"": ""地区名称/编码"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""地区名、国家、省、市或编码""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""地区数值""}]","[{""id"": ""longitude"", ""label"": ""经度"", ""required"": false, ""types"": [""number""], ""description"": ""点地图经度""}, {""id"": ""latitude"", ""label"": ""纬度"", ""required"": false, ""types"": [""number""], ""description"": ""点地图纬度""}]",需要地图资产/GeoJSON；普通表优先 region + value。,advanced_requires_validation
graph-force,graph,Force Layout,力引导布局,graph-force.png,public/examples/ts/graph-force.ts,graph,series.data+external file/api+nodes+links,,,nodes/links（节点和边对象字段不固定）,,,nodes + links/categories；节点常含 name/value/symbolSize,medium（基于官方示例源码静态解析 + 分类规则）,graph,series,advanced,2,nodes_links,"[{""id"": ""source"", ""label"": ""来源节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的来源""}, {""id"": ""target"", ""label"": ""目标节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的目标""}]","[{""id"": ""value"", ""label"": ""权重"", ""required"": false, ""types"": [""number""], ""description"": ""边权重""}, {""id"": ""category"", ""label"": ""节点分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""节点分组""}]",source/target 生成 links，并从两列去重生成 nodes。,advanced_requires_validation
graph-label-overlap,graph,Hide Overlapped Label,关系图自动隐藏重叠标签,graph-label-overlap.png,public/examples/ts/graph-label-overlap.ts,graph,series.data+external file/api+nodes+links,,,nodes/links（节点和边对象字段不固定）,,,nodes + links/categories；节点常含 name/value/symbolSize,medium（基于官方示例源码静态解析 + 分类规则）,graph,series,advanced,2,nodes_links,"[{""id"": ""source"", ""label"": ""来源节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的来源""}, {""id"": ""target"", ""label"": ""目标节点"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""边的目标""}]","[{""id"": ""value"", ""label"": ""权重"", ""required"": false, ""types"": [""number""], ""description"": ""边权重""}, {""id"": ""category"", ""label"": ""节点分类"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""节点分组""}]",source/target 生成 links，并从两列去重生成 nodes。,advanced_requires_validation
line-gradient,line,Line Gradient,折线图的渐变,line-gradient.png,public/examples/ts/line-gradient.ts,line,series.data,,,2,2,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
line-sections,line,Distribution of Electricity,一天用电量分布,line-sections.png,public/examples/ts/line-sections.ts,line,series.data,,,2,2,,类目/时间 + 数值，或多维 dataset,medium（基于官方示例源码静态解析 + 分类规则）,line,series,core,2,table_rows,"[{""id"": ""x"", ""label"": ""X轴/时间或分类"", ""required"": true, ""types"": [""date"", ""number"", ""text"", ""category""], ""description"": ""趋势横轴，优先日期或有序字段""}, {""id"": ""y"", ""label"": ""数值/Y轴"", ""required"": true, ""types"": [""number""], ""description"": ""趋势数值""}]","[{""id"": ""series"", ""label"": ""分组/系列"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""生成多条折线""}]",优先日期字段做 x；没有日期时用分类字段；数值字段做 y。,auto_recommendable
matrix-confusion,matrix,Confusion Matrix,混淆矩阵,matrix-confusion.png,public/examples/ts/matrix-confusion.ts,custom,series.data,,,3,3,,自定义 series；字段由 renderItem/encode 决定,medium（基于官方示例源码静态解析 + 分类规则）,custom,series,experimental,varies,custom_render_item,"[{""id"": ""dimensions"", ""label"": ""自定义维度"", ""required"": true, ""types"": [""mixed[]""], ""description"": ""由 renderItem/encode 决定""}]",[],不做自动推荐，除非模板单独声明 role schema。,experimental_manual_schema
matrix-grid-layout,matrix,Responsive grid layout based on matrix,矩阵中响应式网格布局,matrix-grid-layout.png,public/examples/ts/matrix-grid-layout.ts,,unknown/static option,,,,,,见示例 option；字段由 series/dataset encode 决定,low（官方示例源码未在 public/examples/ts 中找到；按分类规则推断）,matrix,component,experimental,3,matrix_cell_value,"[{""id"": ""row"", ""label"": ""行维度"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""矩阵行""}, {""id"": ""column"", ""label"": ""列维度"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""矩阵列""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""单元格值""}]",[],通常配合 heatmap/line/bar 小图使用。,experimental_manual_schema
matrix-stock,matrix;candlestick,Matrix Stock Application,股市矩阵图,matrix-stock.png,public/examples/ts/matrix-stock.ts,bar;line,series.data,,,2,2,,"OHLC: open, close, low, high（常见 4 个数值字段，可附加日期/名称）；类目/时间 + 数值，或多维 dataset",medium（基于官方示例源码静态解析 + 分类规则）,candlestick,series,advanced,5,ohlc,"[{""id"": ""date"", ""label"": ""日期/周期"", ""required"": true, ""types"": [""date"", ""text"", ""category""], ""description"": ""交易日期或周期""}, {""id"": ""open"", ""label"": ""开盘"", ""required"": true, ""types"": [""number""], ""description"": ""开盘价""}, {""id"": ""close"", ""label"": ""收盘"", ""required"": true, ""types"": [""number""], ""description"": ""收盘价""}, {""id"": ""low"", ""label"": ""最低"", ""required"": true, ""types"": [""number""], ""description"": ""最低价""}, {""id"": ""high"", ""label"": ""最高"", ""required"": true, ""types"": [""number""], ""description"": ""最高价""}]","[{""id"": ""volume"", ""label"": ""成交量"", ""required"": false, ""types"": [""number""], ""description"": ""成交量，可配合柱状图""}]",按字段名识别 open/close/low/high/date。,advanced_requires_validation
pie-alignTo,pie,Pie Label Align,饼图标签对齐,pie-alignTo.png,public/examples/ts/pie-alignTo.ts,pie,series.data,,,2,,2,"分类名 + 数值: name, value（2 字段）",medium（基于官方示例源码静态解析 + 分类规则）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
pie-labelLine-adjust,pie,Label Line Adjust,饼图引导线调整,pie-labelLine-adjust.png,public/examples/ts/pie-labelLine-adjust.ts,pie,series.data,,,6,6,2,"分类名 + 数值: name, value（2 字段）",medium（基于官方示例源码静态解析 + 分类规则）,pie,series,core,2,category_value,"[{""id"": ""name"", ""label"": ""分类名称"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""扇区名称""}, {""id"": ""value"", ""label"": ""数值"", ""required"": true, ""types"": [""number""], ""description"": ""扇区大小""}]","[{""id"": ""group"", ""label"": ""聚合分组"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""同名分类聚合""}]",选择低基数分类字段做 name，数值字段做 value；默认 Top N。,auto_recommendable
radar2,radar,Proportion of Browsers,浏览器占比变化,radar2.png,public/examples/ts/radar2.ts,radar,series.data,,,2,,2,雷达多指标数组；字段数通常等于 indicator 数,medium（基于官方示例源码静态解析 + 分类规则）,radar,series,advanced,3,multi_metric_vectors,"[{""id"": ""dimension_values"", ""label"": ""多个指标值"", ""required"": true, ""types"": [""number[]""], ""description"": ""每个对象在多个指标上的数值""}]","[{""id"": ""name"", ""label"": ""对象名称"", ""required"": false, ""types"": [""text"", ""category""], ""description"": ""每条雷达线名称""}]",选择 3 个以上数值字段作为指标；分类字段作为对象名。,advanced_requires_validation
sankey-energy,sankey,Gradient Edge,桑基图渐变色边,sankey-energy.png,public/examples/ts/sankey-energy.ts,sankey,series.data+external file/api+nodes+links,,,"3（source,target,value）+ nodes",,,"nodes + links: link 至少 source, target, value",medium（基于官方示例源码静态解析 + 分类规则）,sankey,series,core,2,flows,"[{""id"": ""source"", ""label"": ""来源"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""流向来源""}, {""id"": ""target"", ""label"": ""目标"", ""required"": true, ""types"": [""text"", ""category""], ""description"": ""流向目标""}]","[{""id"": ""value"", ""label"": ""流量/权重"", ""required"": false, ""types"": [""number""], ""description"": ""流量大小；没有则按 count 聚合""}]",source + target 必填；value 没有时按记录数计数。,auto_recommendable
